D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
189.1308 -2.5791 0 188.019 -2.5793 0 24.375 23.6223 184.6802 -6.1204 -3.5413 188.9256 -1.1503 1.429 50.4375 23.3586 10-Dec-2019 14:00:29
189.1339 -2.576 0 188.0221 -2.5762 0 24.375 23.6314 184.6489 -6.1517 -3.5757 188.9099 -1.166 1.4102 50.5 23.3586 10-Dec-2019 14:00:35
189.1343 -2.5755 0 188.0225 -2.5758 0 24.375 23.6314 184.6198 -6.1808 -3.6052 188.9121 -1.1638 1.412 50.625 23.3495 10-Dec-2019 14:00:41
189.1308 -2.5791 0 188.019 -2.5794 0 24.375 23.6314 184.5879 -6.2127 -3.6336 188.8958 -1.1801 1.3993 50.75 23.3495 10-Dec-2019 14:00:47
189.1322 -2.5776 0 188.0204 -2.5779 0 24.375 23.6314 184.5612 -6.2394 -3.6618 188.9004 -1.1756 1.4023 50.875 23.3404 10-Dec-2019 14:00:53
189.1305 -2.5794 0 188.013 -2.5854 0 24.3125 23.6314 184.5289 -6.2716 -3.6922 188.8994 -1.1765 1.4089 50.9375 23.3404 10-Dec-2019 14:00:59
189.1267 -2.5831 0 188.0149 -2.5834 0 24.375 23.6314 184.4981 -6.3024 -3.7193 188.9 -1.176 1.4075 51.0625 23.3495 10-Dec-2019 14:01:05
189.1302 -2.5797 0 188.0184 -2.58 0 24.375 23.6314 184.4705 -6.3301 -3.7504 188.9036 -1.1723 1.4077 51.1875 23.3495 10-Dec-2019 14:01:11
189.1239 -2.586 0 188.0121 -2.5863 0 24.375 23.6223 184.4411 -6.3595 -3.7735 188.8899 -1.186 1.4002 51.3125 23.3404 10-Dec-2019 14:01:17
189.124 -2.5859 0 188.0122 -2.5862 0 24.375 23.6314 184.4137 -6.3868 -3.8009 188.8939 -1.182 1.4042 51.375 23.3404 10-Dec-2019 14:01:24
189.1237 -2.5862 0 188.0119 -2.5865 0 24.375 23.6314 184.3876 -6.4129 -3.8267 188.8992 -1.1768 1.4098 51.5 23.3404 10-Dec-2019 14:01:30
189.1256 -2.5843 0 188.0138 -2.5846 0 24.375 23.6314 184.3593 -6.4413 -3.857 188.8866 -1.1894 1.3952 51.625 23.3404 10-Dec-2019 14:01:36
189.1234 -2.5865 0 188.0116 -2.5868 0 24.375 23.6223 184.3328 -6.4678 -3.8813 188.8914 -1.1845 1.4023 51.6875 23.3313 10-Dec-2019 14:01:42
189.1224 -2.5875 0 188.0106 -2.5878 0 24.375 23.6223 184.3086 -6.4919 -3.9044 188.883 -1.193 1.3948 51.8125 23.3313 10-Dec-2019 14:01:48
189.1184 -2.5915 0 188.0066 -2.5918 0 24.375 23.6314 184.2674 -6.5332 -3.9417 188.8885 -1.1874 1.4044 51.875 23.3313 10-Dec-2019 14:01:54
189.1165 -2.5934 0 188.0047 -2.5937 0 24.375 23.6314 184.2445 -6.5561 -3.9627 188.8817 -1.1942 1.3994 52 23.3313 10-Dec-2019 14:02:00
189.1159 -2.5939 0 188.0041 -2.5943 0 24.375 23.6223 184.2189 -6.5817 -3.9877 188.8718 -1.2042 1.3901 52.0625 23.3222 10-Dec-2019 14:02:06
189.1129 -2.597 0 188.0011 -2.5973 0 24.375 23.6223 184.193 -6.6076 -4.0107 188.8773 -1.1986 1.3986 52.1875 23.3313 10-Dec-2019 14:02:12
189.1166 -2.5933 0 188.0048 -2.5936 0 24.375 23.6314 184.1667 -6.6339 -4.0406 188.8825 -1.1935 1.4001 52.3125 23.3313 10-Dec-2019 14:02:18
189.115 -2.5949 0 188.0032 -2.5952 0 24.375 23.6314 184.1477 -6.6529 -4.058 188.8792 -1.1967 1.3984 52.375 23.3222 10-Dec-2019 14:02:25
189.1128 -2.5971 0 188.001 -2.5974 0 24.375 23.6223 184.1194 -6.6812 -4.0841 188.8667 -1.2093 1.3881 52.4375 23.3313 10-Dec-2019 14:02:31
189.1134 -2.5965 0 188.0016 -2.5968 0 24.375 23.6314 184.0919 -6.7087 -4.1122 188.8706 -1.2053 1.3915 52.5625 23.3222 10-Dec-2019 14:02:37
189.1131 -2.5968 0 188.0012 -2.5971 0 24.375 23.6314 184.0704 -6.7302 -4.1333 188.8649 -1.211 1.3861 52.625 23.3222 10-Dec-2019 14:02:43
189.1089 -2.601 0 187.997 -2.6013 0 24.375 23.6314 184.0493 -6.7513 -4.1503 188.8595 -1.2164 1.3849 52.6875 23.3222 10-Dec-2019 14:02:49
189.1094 -2.6005 0 187.9976 -2.6008 0 24.375 23.6314 184.0218 -6.7788 -4.1783 188.8635 -1.2124 1.3884 52.8125 23.3222 10-Dec-2019 14:02:55
189.1045 -2.6054 0 187.9927 -2.6057 0 24.4375 23.6314 184.0005 -6.8 -4.1946 188.8737 -1.2022 1.4035 52.9375 23.3131 10-Dec-2019 14:03:01
189.1047 -2.6052 0 187.9929 -2.6055 0 24.4375 23.6223 183.9785 -6.8221 -4.2169 188.8674 -1.2085 1.397 53 23.3222 10-Dec-2019 14:03:07
189.1076 -2.6023 0 187.9921 -2.6063 0 24.375 23.6223 183.9534 -6.8472 -4.2449 188.8581 -1.2178 1.3885 53.0625 23.3222 10-Dec-2019 14:03:13
189.107 -2.6029 0 187.9952 -2.6032 0 24.375 23.6314 183.934 -6.8666 -4.2637 188.8544 -1.2215 1.3817 53.125 23.3222 10-Dec-2019 14:03:20
