D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
154.2169 -108.4139 0 153.1367 -108.4246 0 24.75 23.6314 350.6023 -0.12476 108.2892 349.9968 -0.068939 108.3557 24.75 23.4859 23-Dec-2019 15:29:12
154.279 -108.3518 0 153.1988 -108.3625 0 24.75 23.6223 350.6742 -0.052856 108.299 350.0687 0.0029907 108.3655 24.75 23.4768 23-Dec-2019 15:29:43
154.3394 -108.2915 0 153.2592 -108.3021 0 24.6875 23.6223 350.7447 0.017639 108.3091 350.1393 0.073517 108.3757 24.75 23.4859 23-Dec-2019 15:30:14
154.2506 -108.3802 0 153.1704 -108.3909 0 24.6875 23.6223 350.6441 -0.082977 108.2973 350.0527 -0.013062 108.3779 24.75 23.4768 23-Dec-2019 15:30:45
154.2863 -108.3446 0 153.2061 -108.3552 0 24.75 23.6223 350.6758 -0.051239 108.2933 350.0703 0.0046082 108.3598 24.75 23.4768 23-Dec-2019 15:31:16
154.2477 -108.3831 0 153.1675 -108.3938 0 24.75 23.6314 350.6446 -0.082458 108.3007 350.0391 -0.026642 108.3672 24.75 23.4768 23-Dec-2019 15:31:48
154.2413 -108.3895 0 153.1611 -108.4002 0 24.75 23.6223 350.6729 -0.054138 108.3353 350.0674 0.001709 108.4019 24.75 23.4768 23-Dec-2019 15:32:19
154.2845 -108.3463 0 153.2043 -108.357 0 24.75 23.6223 350.6805 -0.046539 108.2998 350.075 0.0093079 108.3663 24.75 23.4859 23-Dec-2019 15:32:50
154.284 -108.3468 0 153.2038 -108.3575 0 24.6875 23.6223 350.6814 -0.045654 108.3011 350.0759 0.010193 108.3677 24.75 23.4859 23-Dec-2019 15:33:21
154.3139 -108.317 0 153.2337 -108.3276 0 24.75 23.6223 350.6401 -0.086975 108.23 350.0346 -0.031158 108.2965 24.75 23.4768 23-Dec-2019 15:33:52
154.311 -108.3199 0 153.2248 -108.3365 0 24.6875 23.6223 350.7012 -0.025879 108.294 350.0957 0.029968 108.3665 24.75 23.4859 23-Dec-2019 15:34:23
154.2129 -108.418 0 153.1327 -108.4286 0 24.75 23.6314 350.6166 -0.11041 108.3075 350.0111 -0.054596 108.3741 24.75 23.4859 23-Dec-2019 15:34:54
154.2578 -108.373 0 153.1776 -108.3837 0 24.75 23.6223 350.7059 -0.021118 108.3519 350.1005 0.034729 108.4184 24.75 23.4768 23-Dec-2019 15:35:25
154.3206 -108.3103 0 153.2343 -108.327 0 24.6875 23.6223 350.7271 0 108.3103 350.1216 0.055847 108.3828 24.75 23.4859 23-Dec-2019 15:35:56
154.2473 -108.3835 0 153.1611 -108.4002 0 24.75 23.6314 350.6399 -0.087189 108.2963 350.0344 -0.031372 108.3689 24.75 23.4859 23-Dec-2019 15:36:28
154.3135 -108.3173 0 153.2333 -108.328 0 24.75 23.6223 350.7414 0.014343 108.3316 350.136 0.070221 108.3982 24.75 23.4859 23-Dec-2019 15:36:59
154.2956 -108.3353 0 153.2093 -108.352 0 24.6875 23.6223 350.6886 -0.038422 108.2968 350.0832 0.017426 108.3694 24.75 23.4859 23-Dec-2019 15:37:30
154.3394 -108.2915 0 153.2592 -108.3022 0 24.6875 23.6223 350.741 0.013916 108.3054 350.1419 0.076172 108.3783 24.75 23.4859 23-Dec-2019 15:38:01
154.2498 -108.381 0 153.1696 -108.3917 0 24.6875 23.6223 350.6674 -0.059601 108.3214 350.062 -0.0037842 108.3879 24.75 23.4859 23-Dec-2019 15:38:32
154.258 -108.3728 0 153.1718 -108.3896 0 24.6875 23.6314 350.662 -0.065033 108.3078 350.0629 -0.0028076 108.3867 24.8125 23.4859 23-Dec-2019 15:39:03
154.3309 -108.2999 0 153.2507 -108.3106 0 24.6875 23.6223 350.7275 0.00045776 108.3003 350.122 0.056305 108.3669 24.75 23.4859 23-Dec-2019 15:39:34
154.3376 -108.2933 0 153.2513 -108.31 0 24.6875 23.6223 350.7329 0.0058899 108.2992 350.1275 0.061737 108.3717 24.75 23.4768 23-Dec-2019 15:40:05
154.2855 -108.3454 0 153.2053 -108.356 0 24.75 23.6314 350.6799 -0.04715 108.2982 350.0744 0.0086975 108.3647 24.8125 23.4859 23-Dec-2019 15:40:36
154.2811 -108.3498 0 153.2009 -108.3604 0 24.6875 23.6314 350.6806 -0.046478 108.3033 350.0751 0.0093689 108.3698 24.8125 23.4768 23-Dec-2019 15:41:07
154.2606 -108.3702 0 153.1804 -108.3809 0 24.75 23.6223 350.6529 -0.074188 108.296 350.0538 -0.011963 108.3689 24.75 23.4768 23-Dec-2019 15:41:39
154.2523 -108.3785 0 153.1661 -108.3952 0 24.6875 23.6314 350.6475 -0.07959 108.2989 350.0484 -0.017365 108.3779 24.75 23.4859 23-Dec-2019 15:42:10
154.2624 -108.3684 0 153.1822 -108.3791 0 24.75 23.6314 350.6534 -0.0737 108.2947 350.0515 -0.014252 108.3648 24.75 23.4859 23-Dec-2019 15:42:41
154.285 -108.3459 0 153.1987 -108.3626 0 24.6875 23.6223 350.6731 -0.053986 108.2919 350.074 0.0082397 108.3708 24.8125 23.4859 23-Dec-2019 15:43:12
154.2911 -108.3398 0 153.2109 -108.3504 0 24.6875 23.6314 350.6902 -0.036835 108.3029 350.0847 0.019012 108.3694 24.75 23.4768 23-Dec-2019 15:43:43
154.2462 -108.3846 0 153.166 -108.3953 0 24.6875 23.6223 350.6685 -0.058594 108.326 350.0694 0.0036316 108.399 24.8125 23.4859 23-Dec-2019 15:44:14
154.291 -108.3398 0 153.2108 -108.3505 0 24.75 23.6314 350.7083 -0.018799 108.321 350.1092 0.043457 108.3939 24.8125 23.4859 23-Dec-2019 15:44:45
154.2782 -108.3526 0 153.198 -108.3633 0 24.75 23.6223 350.6806 -0.046478 108.3061 350.0815 0.015778 108.3791 24.8125 23.4859 23-Dec-2019 15:45:16
154.2647 -108.3661 0 153.1785 -108.3828 0 24.75 23.6314 350.6505 -0.076569 108.2895 350.045 -0.020752 108.3621 24.75 23.4859 23-Dec-2019 15:45:47
154.231 -108.3999 0 153.1447 -108.4166 0 24.6875 23.6223 350.6324 -0.094696 108.3052 350.0333 -0.032471 108.3841 24.8125 23.4859 23-Dec-2019 15:46:18
154.2707 -108.3601 0 153.1845 -108.3768 0 24.75 23.6223 350.6661 -0.060944 108.2991 350.067 0.0012817 108.3781 24.8125 23.4768 23-Dec-2019 15:46:50
